Serial no;Year;City;Sport;Discipline;Athlete;Country;Gender;Event;Medal
0;1896;Athens;Aquatics;Swimming;HAJOS, Alfred;HUN;Men;100M Freestyle;Gold
1;1896;Athens;Aquatics;Swimming;HERSCHMANN, Otto;AUT;Men;100M Freestyle;Silver
2;1896;Athens;Aquatics;Swimming;DRIVAS, Dimitrios;GRE;Men;100M Freestyle For Sailors;Bronze
3;1896;Athens;Aquatics;Swimming;MALOKINIS, Ioannis;GRE;Men;100M Freestyle For Sailors;Gold
4;1896;Athens;Aquatics;Swimming;CHASAPIS, Spiridon;GRE;Men;100M Freestyle For Sailors;Silver
5;1896;Athens;Aquatics;Swimming;CHOROPHAS, Efstathios;GRE;Men;1200M Freestyle;Bronze
6;1896;Athens;Aquatics;Swimming;HAJOS, Alfred;HUN;Men;1200M Freestyle;Gold
7;1896;Athens;Aquatics;Swimming;ANDREOU, Joannis;GRE;Men;1200M Freestyle;Silver
8;1896;Athens;Aquatics;Swimming;CHOROPHAS, Efstathios;GRE;Men;400M Freestyle;Bronze
9;1896;Athens;Aquatics;Swimming;NEUMANN, Paul;AUT;Men;400M Freestyle;Gold
10;1896;Athens;Aquatics;Swimming;PEPANOS, Antonios;GRE;Men;400M Freestyle;Silver
11;1896;Athens;Athletics;Athletics;LANE, Francis;USA;Men;100M;Bronze
12;1896;Athens;Athletics;Athletics;SZOKOLYI, Alajos;HUN;Men;100M;Bronze
13;1896;Athens;Athletics;Athletics;BURKE, Thomas;USA;Men;100M;Gold
14;1896;Athens;Athletics;Athletics;HOFMANN, Fritz;GER;Men;100M;Silver
15;1896;Athens;Athletics;Athletics;CURTIS, Thomas;USA;Men;110M Hurdles;Gold
16;1896;Athens;Athletics;Athletics;GOULDING, Grantley;GBR;Men;110M Hurdles;Silver
17;1896;Athens;Athletics;Athletics;LERMUSIAUX, Albin;FRA;Men;1500M;Bronze
18;1896;Athens;Athletics;Athletics;FLACK, Edwin;AUS;Men;1500M;Gold
19;1896;Athens;Athletics;Athletics;BLAKE, Arthur;USA;Men;1500M;Silver
20;1896;Athens;Athletics;Athletics;GMELIN, Charles;GBR;Men;400M;Bronze
21;1896;Athens;Athletics;Athletics;BURKE, Thomas;USA;Men;400M;Gold
22;1896;Athens;Athletics;Athletics;JAMISON, Herbert;USA;Men;400M;Silver
23;1896;Athens;Athletics;Athletics;GOLEMIS, Dimitrios;GRE;Men;800M;Bronze
24;1896;Athens;Athletics;Athletics;FLACK, Edwin;AUS;Men;800M;Gold
25;1896;Athens;Athletics;Athletics;DANI, Nandor;HUN;Men;800M;Silver
26;1896;Athens;Athletics;Athletics;VERSIS, Sotirios;GRE;Men;Discus Throw;Bronze
27;1896;Athens;Athletics;Athletics;GARRETT, Robert;USA;Men;Discus Throw;Gold
28;1896;Athens;Athletics;Athletics;PARASKEVOPOULOS, Panagiotis;GRE;Men;Discus Throw;Silver
29;1896;Athens;Athletics;Athletics;CLARK, Ellery;USA;Men;High Jump;Gold
30;1896;Athens;Athletics;Athletics;CONNOLLY, James;USA;Men;High Jump;Silver
31;1896;Athens;Athletics;Athletics;GARRETT, Robert;USA;Men;High Jump;Silver
32;1896;Athens;Athletics;Athletics;CONNOLLY, James;USA;Men;Long Jump;Bronze
33;1896;Athens;Athletics;Athletics;CLARK, Ellery;USA;Men;Long Jump;Gold
34;1896;Athens;Athletics;Athletics;GARRETT, Robert;USA;Men;Long Jump;Silver
35;1896;Athens;Athletics;Athletics;KELLNER, Gyula;HUN;Men;Marathon;Bronze
36;1896;Athens;Athletics;Athletics;LOUIS, Spyridon;GRE;Men;Marathon;Gold
37;1896;Athens;Athletics;Athletics;VASILAKOS, Kharilaos;GRE;Men;Marathon;Silver
38;1896;Athens;Athletics;Athletics;DAMASKOS, Evangelos;GRE;Men;Pole Vault;Bronze
39;1896;Athens;Athletics;Athletics;THEODOROPOULOS, Ioannis;GRE;Men;Pole Vault;Bronze
40;1896;Athens;Athletics;Athletics;HOYT, William Welles;USA;Men;Pole Vault;Gold
41;1896;Athens;Athletics;Athletics;TYLER, Albert;USA;Men;Pole Vault;Silver
42;1896;Athens;Athletics;Athletics;PAPASIDERIS, Georgios;GRE;Men;Shot Put;Bronze
43;1896;Athens;Athletics;Athletics;GARRETT, Robert;USA;Men;Shot Put;Gold
44;1896;Athens;Athletics;Athletics;GOUSKOS, Miltiadis;GRE;Men;Shot Put;Silver
45;1896;Athens;Athletics;Athletics;PERSAKIS, Ioannis;GRE;Men;Triple Jump;Bronze
46;1896;Athens;Athletics;Athletics;CONNOLLY, James;USA;Men;Triple Jump;Gold
47;1896;Athens;Athletics;Athletics;TUFFERI, Alexandre;FRA;Men;Triple Jump;Silver
48;1896;Athens;Cycling;Cycling Road;BATTEL, Edward;GBR;Men;Individual Road Race;Bronze
49;1896;Athens;Cycling;Cycling Road;KONSTANTINIDIS, Aristidis;GRE;Men;Individual Road Race;Gold
50;1896;Athens;Cycling;Cycling Road;GOEDRICH, August;GER;Men;Individual Road Race;Silver
51;1896;Athens;Cycling;Cycling Track;FLAMENG, Léon;FRA;Men;100KM;Gold
52;1896;Athens;Cycling;Cycling Track;KOLETTIS, Georgios;GRE;Men;100KM;Silver
53;1896;Athens;Cycling;Cycling Track;SCHMAL, Adolf;AUT;Men;10KM;Bronze
54;1896;Athens;Cycling;Cycling Track;MASSON, Paul;FRA;Men;10KM;Gold
55;1896;Athens;Cycling;Cycling Track;FLAMENG, Léon;FRA;Men;10KM;Silver
56;1896;Athens;Cycling;Cycling Track;SCHMAL, Adolf;AUT;Men;12-Hour Race;Gold
57;1896;Athens;Cycling;Cycling Track;KEEPING, Frank;GBR;Men;12-Hour Race;Silver
58;1896;Athens;Cycling;Cycling Track;SCHMAL, Adolf;AUT;Men;1KM Time Trial;Bronze
59;1896;Athens;Cycling;Cycling Track;MASSON, Paul;FRA;Men;1KM Time Trial;Gold
60;1896;Athens;Cycling;Cycling Track;NIKOLOPOULOS, Stamatios;GRE;Men;1KM Time Trial;Silver
61;1896;Athens;Cycling;Cycling Track;FLAMENG, Léon;FRA;Men;Sprint Indivual;Bronze
62;1896;Athens;Cycling;Cycling Track;MASSON, Paul;FRA;Men;Sprint Indivual;Gold
63;1896;Athens;Cycling;Cycling Track;NIKOLOPOULOS, Stamatios;GRE;Men;Sprint Indivual;Silver
64;1896;Athens;Fencing;Fencing;PIERRAKOS-MAVROMICHALIS, Perikles;GRE;Men;Foil Individual;Bronze
65;1896;Athens;Fencing;Fencing;GRAVELOTTE, Eugène-Henri;FRA;Men;Foil Individual;Gold
66;1896;Athens;Fencing;Fencing;CALLOT, Henri;FRA;Men;Foil Individual;Silver
67;1896;Athens;Fencing;Fencing;PYRGOS, Leonidas;GRE;Men;Foil, Masters;Gold
68;1896;Athens;Fencing;Fencing;PERRONNET, Maurice;FRA;Men;Foil, Masters;Silver
69;1896;Athens;Fencing;Fencing;NIELSEN, Holger;DEN;Men;Sabre Individual;Bronze
70;1896;Athens;Fencing;Fencing;GEORGIADIS, Ioannis;GRE;Men;Sabre Individual;Gold
71;1896;Athens;Fencing;Fencing;KARAKALOS, Telemachos;GRE;Men;Sabre Individual;Silver
72;1896;Athens;Gymnastics;Artistic G.;WEINGÄRTNER, Hermann;GER;Men;Horizontal Bar;Gold
73;1896;Athens;Gymnastics;Artistic G.;FLATOW, Alfred;GER;Men;Horizontal Bar;Silver
74;1896;Athens;Gymnastics;Artistic G.;FLATOW, Alfred;GER;Men;Parallel Bars;Gold
75;1896;Athens;Gymnastics;Artistic G.;ZUTTER, Louis;SUI;Men;Parallel Bars;Silver
76;1896;Athens;Gymnastics;Artistic G.;ZUTTER, Louis;SUI;Men;Pommel Horse;Gold
77;1896;Athens;Gymnastics;Artistic G.;WEINGÄRTNER, Hermann;GER;Men;Pommel Horse;Silver
78;1896;Athens;Gymnastics;Artistic G.;PERSAKIS, Petros;GRE;Men;Rings;Bronze
79;1896;Athens;Gymnastics;Artistic G.;MITROPOULOS, Ioannis;GRE;Men;Rings;Gold
80;1896;Athens;Gymnastics;Artistic G.;WEINGÄRTNER, Hermann;GER;Men;Rings;Silver
81;1896;Athens;Gymnastics;Artistic G.;HOFMANN, Fritz;GER;Men;Rope Climbing;Bronze
82;1896;Athens;Gymnastics;Artistic G.;ANDRIAKOPOULOS, Nicolaos;GRE;Men;Rope Climbing;Gold
83;1896;Athens;Gymnastics;Artistic G.;XENAKIS, Thomasios;GRE;Men;Rope Climbing;Silver
84;1896;Athens;Gymnastics;Artistic G.;BÖCKER, Konrad;GER;Men;Team, Horizontal Bar;Gold
85;1896;Athens;Gymnastics;Artistic G.;FLATOW, Alfred;GER;Men;Team, Horizontal Bar;Gold
86;1896;Athens;Gymnastics;Artistic G.;FLATOW, Gustav Felix;GER;Men;Team, Horizontal Bar;Gold
87;1896;Athens;Gymnastics;Artistic G.;HILMAR, Georg;GER;Men;Team, Horizontal Bar;Gold
88;1896;Athens;Gymnastics;Artistic G.;HOFMANN, Fritz;GER;Men;Team, Horizontal Bar;Gold
89;1896;Athens;Gymnastics;Artistic G.;MANTEUFFEL, Fritz;GER;Men;Team, Horizontal Bar;Gold
90;1896;Athens;Gymnastics;Artistic G.;NEUKIRCH, Karl;GER;Men;Team, Horizontal Bar;Gold
91;1896;Athens;Gymnastics;Artistic G.;RÖSTEL, Richard;GER;Men;Team, Horizontal Bar;Gold
92;1896;Athens;Gymnastics;Artistic G.;SCHUFT, Gustav;GER;Men;Team, Horizontal Bar;Gold
93;1896;Athens;Gymnastics;Artistic G.;SCHUMANN, Carl;GER;Men;Team, Horizontal Bar;Gold
94;1896;Athens;Gymnastics;Artistic G.;WEINGÄRTNER, Hermann;GER;Men;Team, Horizontal Bar;Gold
95;1896;Athens;Gymnastics;Artistic G.;CHRYSAPHIS, Ioannis;GRE;Men;Team, Parallel Bars;Bronze
96;1896;Athens;Gymnastics;Artistic G.;KARVELAS, Phillippos;GRE;Men;Team, Parallel Bars;Bronze
97;1896;Athens;Gymnastics;Artistic G.;LOUNDRAS, Dimitrios;GRE;Men;Team, Parallel Bars;Bronze
98;1896;Athens;Gymnastics;Artistic G.;MITROPOULOS, Ioannis;GRE;Men;Team, Parallel Bars;Bronze
99;1896;Athens;Gymnastics;Artistic G.;BÖCKER, Konrad;GER;Men;Team, Parallel Bars;Gold
100;1896;Athens;Gymnastics;Artistic G.;FLATOW, Alfred;GER;Men;Team, Parallel Bars;Gold
101;1896;Athens;Gymnastics;Artistic G.;FLATOW, Gustav Felix;GER;Men;Team, Parallel Bars;Gold
102;1896;Athens;Gymnastics;Artistic G.;HILMAR, Georg;GER;Men;Team, Parallel Bars;Gold
103;1896;Athens;Gymnastics;Artistic G.;HOFMANN, Fritz;GER;Men;Team, Parallel Bars;Gold
104;1896;Athens;Gymnastics;Artistic G.;MANTEUFFEL, Fritz;GER;Men;Team, Parallel Bars;Gold
105;1896;Athens;Gymnastics;Artistic G.;NEUKIRCH, Karl;GER;Men;Team, Parallel Bars;Gold
106;1896;Athens;Gymnastics;Artistic G.;RÖSTEL, Richard;GER;Men;Team, Parallel Bars;Gold
107;1896;Athens;Gymnastics;Artistic G.;SCHUFT, Gustav;GER;Men;Team, Parallel Bars;Gold
108;1896;Athens;Gymnastics;Artistic G.;SCHUMANN, Carl;GER;Men;Team, Parallel Bars;Gold
109;1896;Athens;Gymnastics;Artistic G.;WEINGÄRTNER, Hermann;GER;Men;Team, Parallel Bars;Gold
110;1896;Athens;Gymnastics;Artistic G.;ANDRIAKOPOULOS, Nicolaos;GRE;Men;Team, Parallel Bars;Silver
111;1896;Athens;Gymnastics;Artistic G.;ATHANASOPOULOS, Spyros;GRE;Men;Team, Parallel Bars;Silver
112;1896;Athens;Gymnastics;Artistic G.;PERSAKIS, Petros;GRE;Men;Team, Parallel Bars;Silver
113;1896;Athens;Gymnastics;Artistic G.;XENAKIS, Thomasios;GRE;Men;Team, Parallel Bars;Silver
114;1896;Athens;Gymnastics;Artistic G.;WEINGÄRTNER, Hermann;GER;Men;Vault;Bronze
115;1896;Athens;Gymnastics;Artistic G.;SCHUMANN, Carl;GER;Men;Vault;Gold
116;1896;Athens;Gymnastics;Artistic G.;ZUTTER, Louis;SUI;Men;Vault;Silver
117;1896;Athens;Shooting;Shooting;MORAKIS, Nikolaos;GRE;Men;25M Army Pistol;Bronze
118;1896;Athens;Shooting;Shooting;PAINE, John;USA;Men;25M Army Pistol;Gold
119;1896;Athens;Shooting;Shooting;PAINE, Sumner;USA;Men;25M Army Pistol;Silver
120;1896;Athens;Shooting;Shooting;NIELSEN, Holger;DEN;Men;25M Rapid Fire Pistol (60 Shots);Bronze
121;1896;Athens;Shooting;Shooting;PHRANGOUDIS, Joannis;GRE;Men;25M Rapid Fire Pistol (60 Shots);Gold
122;1896;Athens;Shooting;Shooting;ORPHANIDIS, Georgios;GRE;Men;25M Rapid Fire Pistol (60 Shots);Silver
123;1896;Athens;Shooting;Shooting;PHRANGOUDIS, Joannis;GRE;Men;50M Pistol (60 Shots);Bronze
124;1896;Athens;Shooting;Shooting;PAINE, Sumner;USA;Men;50M Pistol (60 Shots);Gold
125;1896;Athens;Shooting;Shooting;NIELSEN, Holger;DEN;Men;50M Pistol (60 Shots);Silver
126;1896;Athens;Shooting;Shooting;TRIKUPIS, Nicolaos;GRE;Men;Army Rifle, 200M;Bronze
127;1896;Athens;Shooting;Shooting;KARASEVDAS, Pantelis;GRE;Men;Army Rifle, 200M;Gold
128;1896;Athens;Shooting;Shooting;PAVLIDIS, Pavlos;GRE;Men;Army Rifle, 200M;Silver
129;1896;Athens;Shooting;Shooting;JENSEN, Viggo;DEN;Men;Army Rifle, 300M;Bronze
130;1896;Athens;Shooting;Shooting;ORPHANIDIS, Georgios;GRE;Men;Army Rifle, 300M;Gold
131;1896;Athens;Shooting;Shooting;PHRANGOUDIS, Joannis;GRE;Men;Army Rifle, 300M;Silver
132;1896;Athens;Tennis;Tennis;FLACK, Edwin;ZZX;Men;Doubles;Bronze
133;1896;Athens;Tennis;Tennis;ROBERTSON, George Stuart;ZZX;Men;Doubles;Bronze
134;1896;Athens;Tennis;Tennis;BOLAND, John;ZZX;Men;Doubles;Gold
135;1896;Athens;Tennis;Tennis;TRAUN, Friedrich;ZZX;Men;Doubles;Gold
136;1896;Athens;Tennis;Tennis;KASDAGLIS, Dionysios;ZZX;Men;Doubles;Silver
137;1896;Athens;Tennis;Tennis;PETROKOKKINOS, Demetrios;ZZX;Men;Doubles;Silver
138;1896;Athens;Tennis;Tennis;PASPATIS, Konstantinos;GRE;Men;Singles;Bronze
139;1896;Athens;Tennis;Tennis;TAPAVICZA, Momcsillo;HUN;Men;Singles;Bronze
140;1896;Athens;Tennis;Tennis;BOLAND, John;GBR;Men;Singles;Gold
141;1896;Athens;Tennis;Tennis;KASDAGLIS, Dionysios;GRE;Men;Singles;Silver
142;1896;Athens;Weightlifting;Weightlifting;NIKOLOPOULOS, Alexandros;GRE;Men;Heavyweight - One Hand Lift;Bronze
143;1896;Athens;Weightlifting;Weightlifting;ELLIOTT, Launceston;GBR;Men;Heavyweight - One Hand Lift;Gold
144;1896;Athens;Weightlifting;Weightlifting;JENSEN, Viggo;DEN;Men;Heavyweight - One Hand Lift;Silver
145;1896;Athens;Weightlifting;Weightlifting;VERSIS, Sotirios;GRE;Men;Heavyweight - Two Hand Lift;Bronze
146;1896;Athens;Weightlifting;Weightlifting;JENSEN, Viggo;DEN;Men;Heavyweight - Two Hand Lift;Gold
147;1896;Athens;Weightlifting;Weightlifting;ELLIOTT, Launceston;GBR;Men;Heavyweight - Two Hand Lift;Silver
148;1896;Athens;Wrestling;Wrestling Gre-R;CHRISTOPOULOS, Stephanos;GRE;Men;Open Event;Bronze
149;1896;Athens;Wrestling;Wrestling Gre-R;SCHUMANN, Carl;GER;Men;Open Event;Gold
150;1896;Athens;Wrestling;Wrestling Gre-R;TSITAS, Georgios;GRE;Men;Open Event;Silver
151;1900;Paris;Aquatics;Swimming;HALMAY, Zoltan;HUN;Men;1500M Freestyle;Bronze
152;1900;Paris;Aquatics;Swimming;JARVIS, John Arthur;GBR;Men;1500M Freestyle;Gold
153;1900;Paris;Aquatics;Swimming;WAHLE, Otto;AUT;Men;1500M Freestyle;Silver
154;1900;Paris;Aquatics;Swimming;DROST, Johannes;NED;Men;200M Backstroke;Bronze
155;1900;Paris;Aquatics;Swimming;HOPPENBERG, Ernst;GER;Men;200M Backstroke;Gold
156;1900;Paris;Aquatics;Swimming;RUBERL, Karl;AUT;Men;200M Backstroke;Silver
157;1900;Paris;Aquatics;Swimming;RUBERL, Karl;AUT;Men;200M Freestyle;Bronze
158;1900;Paris;Aquatics;Swimming;LANE, Frederick C.V.;AUS;Men;200M Freestyle;Gold
159;1900;Paris;Aquatics;Swimming;HALMAY, Zoltan;HUN;Men;200M Freestyle;Silver
160;1900;Paris;Aquatics;Swimming;KEMP, Peter;GBR;Men;200M Obstacle Event;Bronze
161;1900;Paris;Aquatics;Swimming;LANE, Frederick C.V.;AUS;Men;200M Obstacle Event;Gold
162;1900;Paris;Aquatics;Swimming;WAHLE, Otto;AUT;Men;200M Obstacle Event;Silver
163;1900;Paris;Aquatics;Swimming;HOUBEN;FRA;Men;200M Team Swimming;Bronze
164;1900;Paris;Aquatics;Swimming;LEUILLIEUX, Jean;FRA;Men;200M Team Swimming;Bronze
165;1900;Paris;Aquatics;Swimming;MARTIN, Louis;FRA;Men;200M Team Swimming;Bronze
166;1900;Paris;Aquatics;Swimming;MERCHEZ, Désiré;FRA;Men;200M Team Swimming;Bronze
167;1900;Paris;Aquatics;Swimming;TARTARA;FRA;Men;200M Team Swimming;Bronze
168;1900;Paris;Aquatics;Swimming;FREY, Julius;GER;Men;200M Team Swimming;Gold
169;1900;Paris;Aquatics;Swimming;HAINLE, Max;GER;Men;200M Team Swimming;Gold
170;1900;Paris;Aquatics;Swimming;HOPPENBERG, Ernst;GER;Men;200M Team Swimming;Gold
171;1900;Paris;Aquatics;Swimming;SCHÖNE, Max;GER;Men;200M Team Swimming;Gold
172;1900;Paris;Aquatics;Swimming;VON PETERSDORFF, Herbert;GER;Men;200M Team Swimming;Gold
173;1900;Paris;Aquatics;Swimming;BERTRAND;FRA;Men;200M Team Swimming;Silver
174;1900;Paris;Aquatics;Swimming;CADET;FRA;Men;200M Team Swimming;Silver
175;1900;Paris;Aquatics;Swimming;HOCHEPIED, Maurice;FRA;Men;200M Team Swimming;Silver
176;1900;Paris;Aquatics;Swimming;HOCHEPIED, Victor;FRA;Men;200M Team Swimming;Silver
177;1900;Paris;Aquatics;Swimming;VERBECKE;FRA;Men;200M Team Swimming;Silver
178;1900;Paris;Aquatics;Swimming;MARTIN, Louis;FRA;Men;4000M Freestyle;Bronze
179;1900;Paris;Aquatics;Swimming;JARVIS, John Arthur;GBR;Men;4000M Freestyle;Gold
180;1900;Paris;Aquatics;Swimming;HALMAY, Zoltan;HUN;Men;4000M Freestyle;Silver
181;1900;Paris;Aquatics;Swimming;LYKKEBERG, Peder;DEN;Men;Underwater Swimming;Bronze
182;1900;Paris;Aquatics;Swimming;DE VENDEVILLE, Charles;FRA;Men;Underwater Swimming;Gold
183;1900;Paris;Aquatics;Swimming;SIX, André;FRA;Men;Underwater Swimming;Silver
184;1900;Paris;Aquatics;Water polo;BURGESS, Thomas;FRA;Men;Water Polo;Bronze
185;1900;Paris;Aquatics;Water polo;COULON;FRA;Men;Water Polo;Bronze
186;1900;Paris;Aquatics;Water polo;DECUYPER, Alphonse;FRA;Men;Water Polo;Bronze
187;1900;Paris;Aquatics;Water polo;DEVENOT;FRA;Men;Water Polo;Bronze
188;1900;Paris;Aquatics;Water polo;FARDELLE;FRA;Men;Water Polo;Bronze
189;1900;Paris;Aquatics;Water polo;FAVIER;FRA;Men;Water Polo;Bronze
190;1900;Paris;Aquatics;Water polo;LAUFRAY, Louis;FRA;Men;Water Polo;Bronze
191;1900;Paris;Aquatics;Water polo;LERICHE;FRA;Men;Water Polo;Bronze
192;1900;Paris;Aquatics;Water polo;MARTIN, Louis;FRA;Men;Water Polo;Bronze
193;1900;Paris;Aquatics;Water polo;MERCHEZ, Désiré;FRA;Men;Water Polo;Bronze
194;1900;Paris;Aquatics;Water polo;PESLIER, Henri;FRA;Men;Water Polo;Bronze
195;1900;Paris;Aquatics;Water polo;PESLOY;FRA;Men;Water Polo;Bronze
196;1900;Paris;Aquatics;Water polo;TREFFEL, Charles;FRA;Men;Water Polo;Bronze
197;1900;Paris;Aquatics;Water polo;VASSEUR, Paul;FRA;Men;Water Polo;Bronze
198;1900;Paris;Aquatics;Water polo;COE, Thomas;GBR;Men;Water Polo;Gold
199;1900;Paris;Aquatics;Water polo;DERBYSHIRE, John Henry;GBR;Men;Water Polo;Gold
200;1900;Paris;Aquatics;Water polo;KEMP, Peter;GBR;Men;Water Polo;Gold
201;1900;Paris;Aquatics;Water polo;LISTER, William;GBR;Men;Water Polo;Gold
202;1900;Paris;Aquatics;Water polo;ROBERTSON, Arthur;GBR;Men;Water Polo;Gold
203;1900;Paris;Aquatics;Water polo;ROBINSON, Eric;GBR;Men;Water Polo;Gold
204;1900;Paris;Aquatics;Water polo;WILKINSON, George;GBR;Men;Water Polo;Gold
205;1900;Paris;Aquatics;Water polo;COHEN, Henri;BEL;Men;Water Polo;Silver
206;1900;Paris;Aquatics;Water polo;DE BACKER, Jean;BEL;Men;Water Polo;Silver
207;1900;Paris;Aquatics;Water polo;DE BEHR, Victor;BEL;Men;Water Polo;Silver
208;1900;Paris;Aquatics;Water polo;FEYAERTS, Fernand;BEL;Men;Water Polo;Silver
209;1900;Paris;Aquatics;Water polo;GREGOIRE, Oscar;BEL;Men;Water Polo;Silver
210;1900;Paris;Aquatics;Water polo;MICHANT, Albert;BEL;Men;Water Polo;Silver
211;1900;Paris;Aquatics;Water polo;SONNEMANS, Victor;BEL;Men;Water Polo;Silver
212;1900;Paris;Archery;Archery;PETIT, Charles Frédéric;FRA;Men;Au Chapelet, 33M;Bronze
213;1900;Paris;Archery;Archery;VAN INNIS, Hubert;BEL;Men;Au Chapelet, 33M;Gold
214;1900;Paris;Archery;Archery;THIBAUD, Victor;FRA;Men;Au Chapelet, 33M;Silver
215;1900;Paris;Archery;Archery;MERCIER, Emile;FRA;Men;Au Chapelet, 50M;Bronze
216;1900;Paris;Archery;Archery;MOUGIN, Eugène;FRA;Men;Au Chapelet, 50M;Gold
217;1900;Paris;Archery;Archery;HELLE, Henri;FRA;Men;Au Chapelet, 50M;Silver
218;1900;Paris;Archery;Archery;PETIT, Charles Frédéric;FRA;Men;Au Cordon Doré, 33M;Bronze
219;1900;Paris;Archery;Archery;VAN INNIS, Hubert;BEL;Men;Au Cordon Doré, 33M;Gold
220;1900;Paris;Archery;Archery;THIBAUD, Victor;FRA;Men;Au Cordon Doré, 33M;Silver
221;1900;Paris;Archery;Archery;FISSEUX, Emile;FRA;Men;Au Cordon Doré, 50M;Bronze
222;1900;Paris;Archery;Archery;HEROUIN, Henri;FRA;Men;Au Cordon Doré, 50M;Gold
223;1900;Paris;Archery;Archery;VAN INNIS, Hubert;BEL;Men;Au Cordon Doré, 50M;Silver
224;1900;Paris;Archery;Archery;FOULON, Emmanuel;BEL;Men;Sur La Perche À La Herse;Gold
225;1900;Paris;Archery;Archery;DRUART, Jr.;BEL;Men;Sur La Perche À La Herse;Silver
226;1900;Paris;Archery;Archery;SERRURIER, Auguste;FRA;Men;Sur La Perche À La Herse;Silver
227;1900;Paris;Archery;Archery;GLINEUX, Louis;BEL;Men;Sur La Perche À La Pyramide;Bronze
228;1900;Paris;Archery;Archery;GRUMIAUX, Emile;FRA;Men;Sur La Perche À La Pyramide;Gold
229;1900;Paris;Archery;Archery;SERRURIER, Auguste;FRA;Men;Sur La Perche À La Pyramide;Silver
230;1900;Paris;Athletics;Athletics;ROWLEY, Stanley;AUS;Men;100M;Bronze
231;1900;Paris;Athletics;Athletics;JARVIS, Francis;USA;Men;100M;Gold
232;1900;Paris;Athletics;Athletics;TEWKSBURY, Walter B. John;USA;Men;100M;Silver
233;1900;Paris;Athletics;Athletics;MOLONEY, Frederick;USA;Men;110M Hurdles;Bronze
234;1900;Paris;Athletics;Athletics;KRAENZLEIN, Alvin;USA;Men;110M Hurdles;Gold
235;1900;Paris;Athletics;Athletics;MCLEAN, John;USA;Men;110M Hurdles;Silver
236;1900;Paris;Athletics;Athletics;BRAY, John;USA;Men;1500M;Bronze
237;1900;Paris;Athletics;Athletics;BENNETT, Charles;GBR;Men;1500M;Gold
238;1900;Paris;Athletics;Athletics;DELOGE, Henri;FRA;Men;1500M;Silver
239;1900;Paris;Athletics;Athletics;ROWLEY, Stanley;AUS;Men;200M;Bronze
240;1900;Paris;Athletics;Athletics;TEWKSBURY, Walter B. John;USA;Men;200M;Gold
241;1900;Paris;Athletics;Athletics;PRITCHARD, Norman;IND;Men;200M;Silver
242;1900;Paris;Athletics;Athletics;TEWKSBURY, Walter B. John;USA;Men;200M Hurdles;Bronze
243;1900;Paris;Athletics;Athletics;KRAENZLEIN, Alvin;USA;Men;200M Hurdles;Gold
244;1900;Paris;Athletics;Athletics;PRITCHARD, Norman;IND;Men;200M Hurdles;Silver
245;1900;Paris;Athletics;Athletics;CHASTANIE, Jacques;FRA;Men;3000M Steeplechase;Bronze
246;1900;Paris;Athletics;Athletics;ORTON, George;CAN;Men;3000M Steeplechase;Gold
247;1900;Paris;Athletics;Athletics;ROBINSON, Sidney;GBR;Men;3000M Steeplechase;Silver
248;1900;Paris;Athletics;Athletics;ROBINSON, Sidney;GBR;Men;4000M Steeplechase;Bronze
249;1900;Paris;Athletics;Athletics;RIMMER, John;GBR;Men;4000M Steeplechase;Gold
250;1900;Paris;Athletics;Athletics;BENNETT, Charles;GBR;Men;4000M Steeplechase;Silver
251;1900;Paris;Athletics;Athletics;SCHULTZ, Ernst;DEN;Men;400M;Bronze
252;1900;Paris;Athletics;Athletics;LONG, Maxwell W.Maxey;USA;Men;400M;Gold
253;1900;Paris;Athletics;Athletics;HOLLAND, William;USA;Men;400M;Silver
254;1900;Paris;Athletics;Athletics;ORTON, George;CAN;Men;400M Hurdles;Bronze
255;1900;Paris;Athletics;Athletics;TEWKSBURY, Walter B. John;USA;Men;400M Hurdles;Gold
256;1900;Paris;Athletics;Athletics;TAUZIN, Henri;FRA;Men;400M Hurdles;Silver
257;1900;Paris;Athletics;Athletics;BENNETT, Charles;ZZX;Men;5000M Team;Gold
258;1900;Paris;Athletics;Athletics;RIMMER, John;ZZX;Men;5000M Team;Gold
259;1900;Paris;Athletics;Athletics;ROBINSON, Sidney;ZZX;Men;5000M Team;Gold
260;1900;Paris;Athletics;Athletics;ROWLEY, Stanley;ZZX;Men;5000M Team;Gold
261;1900;Paris;Athletics;Athletics;TYSOE, Alfred;ZZX;Men;5000M Team;Gold
262;1900;Paris;Athletics;Athletics;CASTANET, André;FRA;Men;5000M Team;Silver
263;1900;Paris;Athletics;Athletics;CHAMPOUDRY, Michel;FRA;Men;5000M Team;Silver
264;1900;Paris;Athletics;Athletics;CHASTANIE, Jacques;FRA;Men;5000M Team;Silver
265;1900;Paris;Athletics;Athletics;DELOGE, Henri;FRA;Men;5000M Team;Silver
266;1900;Paris;Athletics;Athletics;RAGUENEAU, Gaston;FRA;Men;5000M Team;Silver
267;1900;Paris;Athletics;Athletics;ROWLEY, Stanley;AUS;Men;60M;Bronze
268;1900;Paris;Athletics;Athletics;KRAENZLEIN, Alvin;USA;Men;60M;Gold
269;1900;Paris;Athletics;Athletics;TEWKSBURY, Walter B. John;USA;Men;60M;Silver
270;1900;Paris;Athletics;Athletics;HALL, David;USA;Men;800M;Bronze
271;1900;Paris;Athletics;Athletics;TYSOE, Alfred;GBR;Men;800M;Gold
